Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official
11/11/2023,15:00,Man Utd,Luton,1,0,[59],[],64.5,35.5,15.0,10.0,4.0,4.0,8.0,2.0,3.0,4.0,87.0,79.1,3.0,0.0,11.0,3.0,1.0,1.0,58.8,78.6,59.1,40.9,4.0,3.0,9.0,11.0,9.0,9.0,0.0,2.0,0.0,0.0,Old Trafford,73599,Graham Scott,"Edward Smart, Neil Davies",Darren England
11/11/2023,17:30,"""Bmouth""",Newcastle,2,0,"[60, 73]",[],47.6,52.4,19.0,8.0,10.0,5.0,6.0,3.0,3.0,0.0,78.4,80.4,1.0,0.0,6.0,5.0,0.0,2.0,66.7,69.6,53.8,46.2,5.0,8.0,10.0,4.0,4.0,10.0,2.0,1.0,0.0,0.0,Vitality Stadium,11201,Chris Kavanagh,"Darren Cann, Nicholas Hopton",James Linington
6/11/2023,20:00,Tottenham,Chelsea,1,4,[6],"[35, 75, 90, 90]",38.7,61.3,8.0,17.0,5.0,8.0,1.0,7.0,2.0,2.0,79.5,86.9,1.0,4.0,1.0,6.0,3.0,7.0,70.8,61.1,36.4,63.6,3.0,4.0,12.0,21.0,20.0,12.0,1.0,5.0,2.0,0.0,Tottenham Hotspur Stadium,61726,Michael Oliver,"Daniel Cook, Stuart Burt",Thomas Bramall
5/11/2023,14:00,N Forest,A Villa,2,0,"[5, 47]",[],26.5,73.5,5.0,13.0,3.0,3.0,2.0,6.0,0.0,4.0,71.7,91.4,0.0,2.0,0.0,10.0,9.0,1.0,60.0,50.0,42.1,57.9,3.0,1.0,6.0,9.0,9.0,6.0,1.0,1.0,0.0,0.0,The City Ground,29313,Jarred Gillet,"Derek Eaton, Darren Cann",Paul Tierney
5/11/2023,16:30,Luton,Liverpool,1,1,[80],[90],26.2,73.8,8.0,24.0,5.0,6.0,2.0,12.0,1.0,6.0,59.0,88.2,1.0,6.0,4.0,7.0,1.0,1.0,50.0,41.7,38.2,61.8,5.0,4.0,7.0,13.0,13.0,5.0,1.0,1.0,0.0,0.0,Kenilworth Road,11049,Andy Madley,"Harry Lennard, Nicholas Hopton",Anthony Taylor
4/11/2023,24:30,Fulham,Man Utd,0,1,[],[90],45.0,55.0,18.0,12.0,3.0,5.0,8.0,5.0,7.0,2.0,71.6,78.6,1.0,0.0,9.0,4.0,1.0,2.0,64.3,69.2,48.7,51.3,4.0,2.0,9.0,15.0,15.0,9.0,5.0,2.0,0.0,0.0,Craven Cottage,24415,John Brooks,"Matt Wilkes, Lee Betts",Rebecca Welch
4/11/2023,15:00,Brentford,West Ham,3,2,"[11, 55, 69]","[19, 26]",59.4,40.6,16.0,12.0,4.0,2.0,6.0,8.0,6.0,2.0,80.4,71.0,3.0,2.0,4.0,3.0,2.0,0.0,33.3,61.5,60.5,39.5,0.0,2.0,12.0,14.0,13.0,12.0,1.0,4.0,0.0,0.0,Gtech Community Stadium,17103,Thomas Bramall,"Mark Scholes, Simon Bennett",John Busby
4/11/2023,15:00,Burnley,C Palace,0,2,[],"[22, 90]",67.5,32.5,17.0,4.0,5.0,3.0,10.0,0.0,2.0,1.0,84.6,72.3,2.0,3.0,12.0,1.0,2.0,0.0,53.3,71.4,45.9,54.1,1.0,5.0,9.0,12.0,11.0,9.0,0.0,5.0,0.0,0.0,Turf Moor,21578,Peter Bankes,"Nick Greenhalgh, Edward Smart",Tom Nield
4/11/2023,15:00,Everton,Brighton,1,1,[7],[84],20.1,79.9,10.0,7.0,4.0,2.0,4.0,4.0,2.0,1.0,62.0,89.8,0.0,0.0,3.0,3.0,0.0,3.0,50.0,66.7,53.1,46.9,2.0,3.0,15.0,5.0,5.0,15.0,4.0,2.0,0.0,0.0,Goodison Park,38683,Tim Robinson,"Adrian Holmes, Scott Ledger",Steve Martin
4/11/2023,15:00,Man City,"""Bmouth""",6,1,"[30, 33, 83, 37, 64, 88]",[74],64.8,35.2,21.0,5.0,8.0,1.0,6.0,3.0,7.0,1.0,93.0,85.8,3.0,1.0,12.0,1.0,0.0,2.0,80.0,85.7,57.1,42.9,0.0,2.0,8.0,9.0,9.0,8.0,0.0,1.0,0.0,0.0,Etihad Stadium,53358,Craig Pawson,"Steven Meredith, Marc Perry",Anthony Backhouse
4/11/2023,15:00,Sheff Utd,Wolves,2,1,"[72, 90]",[89],38.1,61.9,11.0,10.0,2.0,3.0,6.0,5.0,3.0,2.0,67.0,81.2,0.0,2.0,4.0,4.0,0.0,3.0,45.8,53.8,30.6,69.4,2.0,0.0,13.0,10.0,9.0,11.0,2.0,3.0,0.0,0.0,Bramall Lane,29454,Robert Jones,"Timothy Wood, Wade Smith",Jeremy Simpson
4/11/2023,17:30,Newcastle,Arsenal,1,0,[64],[],40.9,59.1,9.0,14.0,2.0,1.0,3.0,4.0,4.0,9.0,79.2,84.3,1.0,0.0,0.0,11.0,2.0,1.0,61.1,72.7,48.1,51.9,1.0,0.0,14.0,9.0,9.0,14.0,5.0,1.0,0.0,0.0,"""St James Park",52194,Stuart Attwell,"Richard West, James Mainwaring",Graham Scott
29/10/2023,13:00,West Ham,Everton,0,1,[],[51],63.7,36.3,12.0,10.0,2.0,4.0,8.0,4.0,2.0,2.0,83.5,75.3,1.0,1.0,4.0,3.0,1.0,3.0,41.2,48.3,41.9,58.1,3.0,2.0,7.0,11.0,10.0,7.0,4.0,1.0,0.0,0.0,London Stadium,62469,Stuart Attwell,"Constantine Hatzidakis, James Mainwaring",Dean Whitestone
29/10/2023,14:00,A Villa,Luton,3,1,"[17, 49, 62]",[83],70.5,29.5,17.0,7.0,6.0,1.0,5.0,2.0,6.0,4.0,90.4,77.4,4.0,1.0,6.0,4.0,0.0,6.0,72.7,47.1,48.1,51.9,1.0,4.0,11.0,10.0,9.0,11.0,3.0,2.0,0.0,0.0,Villa Park,41785,John Brooks,"Akil Howson, Lee Betts",Anthony Taylor
29/10/2023,14:00,Brighton,Fulham,1,1,[26],[65],71.1,28.9,18.0,10.0,7.0,5.0,8.0,4.0,3.0,1.0,90.6,78.9,4.0,0.0,7.0,3.0,0.0,1.0,71.4,63.0,56.5,43.5,4.0,5.0,12.0,8.0,8.0,11.0,0.0,3.0,0.0,0.0,Amex Stadium,31550,Michael Salisbury,"Derek Eaton, Timothy Wood",Tim Robinson
29/10/2023,14:00,Liverpool,N Forest,3,0,"[31, 35, 77]",[],72.6,27.4,21.0,9.0,8.0,1.0,9.0,4.0,4.0,4.0,89.8,72.6,3.0,1.0,8.0,3.0,1.0,3.0,41.7,52.6,58.1,41.9,1.0,5.0,9.0,13.0,13.0,9.0,2.0,3.0,0.0,0.0,Anfield,50143,Chris Kavanagh,"Richard West, Matt Wilkes",Matt Donohue
29/10/2023,15:30,Man Utd,Man City,0,3,[],"[26, 49, 80]",39.5,60.5,7.0,21.0,3.0,10.0,3.0,6.0,1.0,5.0,80.8,89.6,1.0,6.0,7.0,12.0,4.0,0.0,57.1,75.0,38.9,61.1,7.0,3.0,9.0,5.0,5.0,9.0,4.0,1.0,0.0,0.0,Old Trafford,73502,Paul Tierney,"Neil Davies, Scott Ledger",Craig Pawson
28/10/2023,24:30,Chelsea,Brentford,0,2,[],"[58, 90]",68.8,31.2,17.0,7.0,2.0,5.0,8.0,1.0,7.0,1.0,89.3,73.3,2.0,4.0,10.0,1.0,0.0,0.0,72.7,52.6,52.0,48.0,3.0,2.0,12.0,7.0,7.0,12.0,1.0,4.0,0.0,0.0,Stamford Bridge,39575,Simon Hooper,"Simon Long, Adrian Holmes",Graham Scott
28/10/2023,15:00,Arsenal,Sheff Utd,5,0,"[28, 50, 58, 88, 90]",[],67.1,32.9,13.0,2.0,8.0,0.0,2.0,1.0,3.0,1.0,90.7,74.6,2.0,0.0,6.0,1.0,1.0,1.0,40.0,65.0,50.0,50.0,0.0,2.0,9.0,13.0,13.0,9.0,0.0,3.0,0.0,0.0,Emirates Stadium,60153,Tim Robinson,"Edward Smart, Nick Greenhalgh",John Busby
28/10/2023,15:00,"""Bmouth""",Burnley,2,1,"[22, 76]",[11],44.3,55.7,13.0,6.0,6.0,3.0,4.0,2.0,3.0,1.0,75.7,79.4,1.0,0.0,10.0,5.0,3.0,1.0,64.0,75.0,51.7,48.3,3.0,4.0,9.0,12.0,12.0,9.0,2.0,3.0,0.0,0.0,Vitality Stadium,11152,Samuel Barrott,"Simon Bennett, Dan Robathan",Robert Jones
28/10/2023,17:30,Wolves,Newcastle,2,2,"[36, 71]","[22, 45]",43.2,56.8,11.0,13.0,6.0,5.0,2.0,3.0,3.0,5.0,81.7,86.2,0.0,1.0,8.0,7.0,2.0,0.0,71.4,75.0,69.2,30.8,2.0,4.0,13.0,15.0,15.0,13.0,1.0,4.0,0.0,0.0,Molineux,31584,Anthony Taylor,"Gary Beswick, Adam Nunn",Thomas Bramall
27/10/2023,20:00,C Palace,Tottenham,1,2,[90],"[53, 66]",24.3,75.7,13.0,10.0,3.0,1.0,4.0,4.0,6.0,5.0,67.3,91.4,0.0,1.0,11.0,2.0,1.0,3.0,58.3,70.0,40.0,60.0,0.0,2.0,19.0,11.0,11.0,18.0,2.0,1.0,0.0,0.0,Selhurst Park,25074,Andy Madley,"Nicholas Hopton, Wade Smith",Graham Scott
23/10/2023,20:00,Tottenham,Fulham,2,0,"[36, 54]",[],55.6,44.4,15.0,10.0,5.0,3.0,4.0,4.0,6.0,3.0,87.4,84.4,1.0,1.0,3.0,5.0,4.0,6.0,63.2,57.9,55.6,44.4,3.0,3.0,10.0,14.0,14.0,10.0,2.0,0.0,0.0,0.0,Tottenham Hotspur Stadium,61286,Anthony Taylor,"Gary Beswick, James Mainwaring",Graham Scott
22/10/2023,16:30,A Villa,West Ham,4,1,"[30, 51, 74, 89]",[56],58.3,41.7,15.0,14.0,7.0,4.0,6.0,3.0,2.0,7.0,88.6,82.3,2.0,0.0,8.0,7.0,2.0,3.0,55.6,60.0,40.0,60.0,3.0,3.0,8.0,15.0,15.0,7.0,0.0,1.0,0.0,0.0,Villa Park,41734,David Coote,"Mark Scholes, Constantine Hatzidakis",Thomas Bramall
21/10/2023,24:30,Liverpool,Everton,2,0,"[75, 90]",[],77.5,22.5,26.0,6.0,6.0,1.0,9.0,4.0,11.0,1.0,87.5,52.6,1.0,0.0,12.0,4.0,2.0,1.0,69.2,82.4,49.0,51.0,1.0,4.0,9.0,9.0,8.0,8.0,1.0,1.0,0.0,1.0,Anfield,50201,Craig Pawson,"Marc Perry, Wade Smith",Thomas Bramall
21/10/2023,15:00,"""Bmouth""",Wolves,1,2,[17],"[47, 88]",33.7,66.3,7.0,21.0,4.0,7.0,1.0,8.0,2.0,6.0,75.2,85.5,1.0,2.0,3.0,12.0,0.0,1.0,66.7,57.7,30.0,70.0,5.0,3.0,15.0,10.0,9.0,15.0,2.0,6.0,1.0,0.0,Vitality Stadium,11175,Paul Tierney,"Neil Davies, Scott Ledger",James Bell
21/10/2023,15:00,Brentford,Burnley,3,0,"[25, 62, 87]",[],49.9,50.1,23.0,6.0,10.0,1.0,8.0,4.0,5.0,1.0,79.0,82.6,4.0,1.0,5.0,5.0,2.0,2.0,64.7,57.1,53.3,46.7,1.0,6.0,14.0,12.0,12.0,14.0,5.0,2.0,0.0,1.0,Gtech Community Stadium,17029,Josh Smith,"Harry Lennard, Nicholas Hopton",Darren England
21/10/2023,15:00,Man City,Brighton,2,1,"[7, 19]",[73],54.5,45.5,10.0,5.0,6.0,3.0,4.0,2.0,0.0,0.0,89.7,87.5,1.0,2.0,2.0,2.0,2.0,1.0,50.0,50.0,50.0,50.0,2.0,3.0,9.0,11.0,11.0,9.0,2.0,2.0,1.0,0.0,Etihad Stadium,53466,Robert Jones,"Steven Meredith, Timothy Wood",Jeremy Simpson
21/10/2023,15:00,Newcastle,C Palace,4,0,"[4, 44, 45, 66]",[],59.5,40.5,10.0,17.0,7.0,3.0,3.0,10.0,0.0,4.0,86.4,79.2,3.0,0.0,6.0,8.0,0.0,1.0,62.5,55.0,58.3,41.7,3.0,3.0,7.0,12.0,12.0,7.0,2.0,3.0,0.0,0.0,"""St James Park",52189,Tim Robinson,"Simon Long, Adrian Holmes",Keith Stroud
21/10/2023,15:00,N Forest,Luton,2,2,"[48, 76]","[83, 90]",57.2,42.8,19.0,13.0,8.0,4.0,9.0,5.0,2.0,4.0,76.5,69.5,2.0,2.0,4.0,2.0,2.0,0.0,64.3,66.7,58.9,41.1,2.0,6.0,12.0,11.0,11.0,12.0,3.0,0.0,0.0,0.0,The City Ground,29361,Samuel Barrott,"Simon Bennett, Dan Robathan",Anthony Taylor
21/10/2023,17:30,Chelsea,Arsenal,2,2,"[15, 48]","[77, 84]",43.3,56.7,11.0,13.0,5.0,3.0,4.0,5.0,2.0,5.0,82.2,84.6,0.0,1.0,2.0,7.0,2.0,1.0,58.8,47.4,51.6,48.4,1.0,3.0,7.0,14.0,13.0,7.0,3.0,3.0,0.0,0.0,Stamford Bridge,39723,Chris Kavanagh,"Richard West, Matt Wilkes",James Linington
21/10/2023,20:00,Sheff Utd,Man Utd,1,2,[34],"[28, 77]",37.5,62.5,12.0,14.0,6.0,5.0,3.0,6.0,3.0,3.0,67.8,80.8,1.0,2.0,5.0,4.0,3.0,4.0,57.1,50.0,52.9,47.1,3.0,5.0,12.0,10.0,8.0,12.0,3.0,1.0,0.0,0.0,Bramall Lane,31543,Michael Oliver,"Lee Betts, Daniel Cook",Andy Davies
8/10/2023,14:00,Brighton,Liverpool,2,2,"[20, 78]","[40, 45]",46.0,54.0,14.0,14.0,3.0,4.0,5.0,5.0,6.0,5.0,84.9,86.7,2.0,2.0,8.0,1.0,1.0,0.0,58.8,77.3,45.5,54.5,2.0,1.0,12.0,20.0,20.0,12.0,1.0,2.0,0.0,0.0,Amex Stadium,31752,Anthony Taylor,"Adam Nunn, Gary Beswick",Graham Scott
8/10/2023,14:00,West Ham,Newcastle,2,2,"[8, 89]","[57, 62]",35.2,64.8,5.0,10.0,3.0,3.0,2.0,6.0,0.0,1.0,72.0,86.2,1.0,2.0,4.0,2.0,2.0,1.0,81.8,75.0,53.1,46.9,1.0,1.0,11.0,18.0,18.0,11.0,3.0,3.0,0.0,0.0,London Stadium.,,Peter Bankes,"Nick Greenhalgh, Edward Smart",Michael Salisbury
8/10/2023,14:00,Wolves,A Villa,1,1,[53],[55],46.3,53.7,8.0,18.0,3.0,4.0,3.0,8.0,2.0,6.0,79.1,83.5,3.0,4.0,2.0,10.0,3.0,1.0,53.8,57.1,62.5,37.5,3.0,2.0,19.0,9.0,8.0,19.0,3.0,2.0,1.0,0.0,Molineux.,,Robert Jones,"Ian Hussin, Wade Smith",Paul Tierney
8/10/2023,16:30,Arsenal,Man City,1,0,[86],[],49.0,51.0,12.0,4.0,2.0,1.0,6.0,2.0,4.0,1.0,86.6,86.6,0.0,2.0,5.0,4.0,2.0,0.0,60.0,54.5,38.5,61.5,0.0,1.0,8.0,7.0,7.0,8.0,2.0,3.0,0.0,0.0,Emirates Stadium,60233,Michael Oliver,"Stuart Burt, Lee Betts",Tim Robinson
7/10/2023,24:30,Luton,Tottenham,0,1,[],[45],33.1,66.9,12.0,15.0,2.0,4.0,6.0,9.0,4.0,2.0,67.5,85.5,2.0,4.0,5.0,6.0,4.0,4.0,57.7,70.0,37.5,62.5,3.0,2.0,16.0,7.0,5.0,16.0,2.0,1.0,0.0,1.0,Kenilworth Road,10929,John Brooks,"Steven Meredith, Neil Davies",Graham Scott
7/10/2023,15:00,Burnley,Chelsea,1,4,[15],"[42, 50, 65, 74]",37.6,62.4,10.0,9.0,3.0,5.0,3.0,2.0,4.0,2.0,84.1,92.3,1.0,2.0,7.0,3.0,4.0,2.0,62.5,59.1,52.6,47.4,2.0,2.0,11.0,8.0,8.0,10.0,2.0,4.0,0.0,0.0,Turf Moor,21654,Stuart Attwell,"James Mainwaring, Constantine Hatzidakis",Oliver Langford
7/10/2023,15:00,Everton,"""Bmouth""",3,0,"[8, 37, 60]",[],47.4,52.6,25.0,11.0,8.0,4.0,11.0,3.0,6.0,4.0,78.0,79.3,3.0,1.0,8.0,7.0,2.0,0.0,42.9,30.0,58.5,41.5,3.0,5.0,14.0,15.0,15.0,13.0,1.0,2.0,0.0,0.0,Goodison Park,38815,David Coote,"Timothy Wood, Mark Scholes",Thomas Bramall
7/10/2023,15:00,Fulham,Sheff Utd,3,1,"[53, 76, 90]",[68],60.3,39.7,20.0,5.0,6.0,2.0,8.0,2.0,6.0,1.0,80.1,69.3,2.0,1.0,9.0,4.0,2.0,1.0,62.5,65.0,53.8,46.2,2.0,4.0,8.0,10.0,10.0,8.0,1.0,2.0,0.0,0.0,Craven Cottage,24361,Samuel Barrott,"Dan Robathan, Simon Bennett",Anthony Taylor
7/10/2023,15:00,Man Utd,Brentford,2,1,"[90, 90]",[26],63.9,36.1,21.0,11.0,8.0,3.0,9.0,7.0,4.0,1.0,87.6,72.1,1.0,1.0,7.0,5.0,4.0,0.0,50.0,61.1,56.5,43.5,2.0,6.0,10.0,17.0,16.0,10.0,0.0,5.0,0.0,0.0,Old Trafford,73453,Andy Madley,"Nicholas Hopton, Harry Lennard",Steve Martin
7/10/2023,17:30,C Palace,N Forest,0,0,[],[],52.0,48.0,8.0,16.0,2.0,5.0,4.0,7.0,2.0,4.0,87.7,87.3,2.0,2.0,3.0,7.0,0.0,2.0,55.6,50.0,44.0,56.0,5.0,2.0,7.0,12.0,12.0,7.0,0.0,1.0,0.0,0.0,Selhurst Park,25017,Craig Pawson,"Richard West, Marc Perry",Chris Kavanagh
3/10/2023,19:30,Luton,Burnley,1,2,[84],"[45, 85]",48.6,51.4,18.0,14.0,3.0,4.0,10.0,8.0,5.0,2.0,68.6,71.6,0.0,1.0,7.0,6.0,3.0,3.0,57.1,60.0,57.4,42.6,2.0,1.0,14.0,6.0,6.0,13.0,4.0,2.0,0.0,0.0,Kenilworth Road,10918,Peter Bankes,"Simon Long, Lee Betts",Jarred Gillet
2/10/2023,20:00,Fulham,Chelsea,0,2,[],"[18, 19]",55.7,44.3,10.0,11.0,3.0,4.0,4.0,6.0,3.0,1.0,87.9,85.5,1.0,2.0,8.0,1.0,2.0,4.0,43.8,45.8,52.6,47.4,2.0,3.0,15.0,12.0,11.0,14.0,1.0,4.0,0.0,0.0,Craven Cottage,24445,Tim Robinson,"Stuart Burt, Edward Smart",Simon Hooper
1/10/2023,14:00,N Forest,Brentford,1,1,[56],[58],40.9,59.1,6.0,18.0,1.0,5.0,4.0,6.0,1.0,7.0,78.6,84.9,2.0,1.0,1.0,11.0,2.0,1.0,64.7,63.6,39.0,61.0,3.0,0.0,6.0,10.0,10.0,6.0,1.0,2.0,1.0,0.0,The City Ground,29004,Paul Tierney,"Scott Ledger, Neil Davies",Craig Pawson
30/09/2023,24:30,A Villa,Brighton,6,1,"[14, 21, 65, 26, 85, 90]",[50],38.0,62.0,19.0,11.0,9.0,3.0,4.0,3.0,6.0,5.0,78.1,89.0,2.0,3.0,1.0,3.0,0.0,6.0,61.9,68.4,38.5,61.5,2.0,4.0,19.0,21.0,20.0,19.0,4.0,4.0,0.0,0.0,Villa Park,40636,Andy Madley,"Ian Hussin, Nicholas Hopton",Anthony Backhouse
30/09/2023,15:00,"""Bmouth""",Arsenal,0,4,[],"[17, 44, 53, 90]",42.4,57.6,8.0,15.0,1.0,8.0,3.0,3.0,4.0,4.0,81.5,88.3,0.0,3.0,6.0,6.0,2.0,0.0,56.3,35.7,37.5,62.5,4.0,1.0,11.0,10.0,7.0,11.0,0.0,1.0,0.0,0.0,Vitality Stadium,11193,Michael Salisbury,"Constantine Hatzidakis, James Mainwaring",Sam Allison
30/09/2023,15:00,Everton,Luton,1,2,[41],"[24, 31]",67.6,32.4,23.0,9.0,5.0,2.0,14.0,4.0,4.0,3.0,79.7,53.1,4.0,2.0,3.0,6.0,2.0,3.0,47.8,58.3,54.4,45.6,0.0,3.0,8.0,10.0,9.0,8.0,0.0,1.0,0.0,0.0,Goodison Park,39289,Anthony Taylor,"Adam Nunn, Gary Beswick",Samuel Barrott
30/09/2023,15:00,Man Utd,C Palace,0,1,[],[25],77.1,22.9,19.0,8.0,4.0,2.0,8.0,4.0,7.0,2.0,88.1,67.0,2.0,1.0,10.0,4.0,2.0,0.0,65.6,38.5,43.5,56.5,1.0,3.0,10.0,8.0,8.0,9.0,3.0,2.0,0.0,0.0,Old Trafford,73428,Chris Kavanagh,"Matt Wilkes, Harry Lennard",Dean Whitestone
30/09/2023,15:00,Newcastle,Burnley,2,0,"[14, 76]",[],52.8,47.2,20.0,8.0,8.0,2.0,6.0,1.0,6.0,5.0,81.2,78.6,4.0,1.0,5.0,3.0,1.0,3.0,66.7,46.2,73.1,26.9,2.0,5.0,7.0,15.0,15.0,7.0,1.0,3.0,0.0,0.0,"""St James Park",52163,Thomas Bramall,"Simon Bennett, Dan Robathan",Matt Donohue
30/09/2023,15:00,West Ham,Sheff Utd,2,0,"[24, 37]",[],52.4,47.6,20.0,16.0,9.0,2.0,8.0,6.0,3.0,8.0,85.8,82.5,4.0,0.0,7.0,4.0,2.0,3.0,62.5,71.4,50.0,50.0,2.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,0.0,0.0,London Stadium,62459,Graham Scott,"Mark Scholes, Timothy Wood",Keith Stroud
30/09/2023,15:00,Wolves,Man City,2,1,"[13, 66]",[58],31.9,68.1,3.0,23.0,1.0,8.0,0.0,5.0,2.0,10.0,76.2,88.1,1.0,0.0,0.0,6.0,2.0,0.0,58.3,40.0,71.4,28.6,7.0,0.0,18.0,12.0,12.0,18.0,6.0,5.0,0.0,0.0,Molineux,31415,Craig Pawson,"Marc Perry, Darren Cann",Tim Robinson
30/09/2023,17:30,Tottenham,Liverpool,2,1,"[36, 90]",[26],64.5,35.5,24.0,12.0,8.0,4.0,4.0,5.0,12.0,3.0,91.1,77.2,2.0,1.0,12.0,5.0,4.0,1.0,82.6,46.7,52.6,47.4,3.0,8.0,11.0,17.0,17.0,11.0,5.0,4.0,0.0,2.0,Tottenham Hotspur Stadium,62001,Simon Hooper,"Simon Long, Adrian Holmes",Michael Oliver
24/09/2023,14:00,Arsenal,Tottenham,2,2,"[26, 54]","[42, 55]",46.5,53.5,13.0,13.0,6.0,5.0,4.0,4.0,3.0,4.0,84.1,85.7,1.0,3.0,11.0,4.0,2.0,3.0,50.0,53.6,63.6,36.4,3.0,4.0,12.0,19.0,18.0,11.0,3.0,4.0,0.0,0.0,Emirates Stadium,60156,Robert Jones,"Wade Smith, Lee Betts",Michael Salisbury
24/09/2023,14:00,Brighton,"""Bmouth""",3,1,"[45, 46, 77]",[25],61.5,38.5,13.0,12.0,4.0,4.0,3.0,4.0,6.0,4.0,86.5,76.6,3.0,1.0,4.0,4.0,1.0,1.0,62.5,43.5,91.7,8.3,2.0,2.0,12.0,17.0,17.0,12.0,3.0,3.0,0.0,0.0,Amex Stadium,31617,John Brooks,"Simon Bennett, Akil Howson",Peter Bankes
24/09/2023,14:00,Chelsea,A Villa,0,1,[],[73],52.7,47.3,10.0,15.0,4.0,7.0,2.0,3.0,4.0,5.0,85.8,84.5,3.0,1.0,5.0,11.0,10.0,1.0,65.2,61.9,66.7,33.3,6.0,4.0,9.0,11.0,10.0,7.0,2.0,3.0,1.0,0.0,Stamford Bridge,39700,Jarred Gillet,"Darren Cann, Dan Robathan",Simon Hooper
